team,year,rank,points
Oregon,2023,9,278.44
Tennessee,2023,10,277.0
Clemson,2023,11,273.39
Notre Dame,2023,12,272.74
Florida,2023,13,271.43
Penn State,2023,14,270.1
Texas A&M,2023,15,268.85
South Carolina,2023,16,256.14
Michigan,2023,17,245.13
Auburn,2023,18,242.9
Florida State,2023,19,237.15
Utah,2023,20,236.08
TCU,2023,21,235.07
Arkansas,2023,22,228.3
Ole Miss,2023,23,227.96
Michigan State,2023,24,224.87
Nebraska,2023,25,224.12
Washington,2023,26,223.92
Mississippi State,2023,27,222.92
Texas Tech,2023,28,222.02
Colorado,2023,29,219.75
North Carolina,2023,30,219.35
Louisville,2023,31,217.99
Kentucky,2023,32,212.42
Kansas State,2023,33,212.31
Missouri,2023,34,211.13
Baylor,2023,35,210.79
Maryland,2023,36,206.46
UCLA,2023,37,206.15
Illinois,2023,38,205.64
Virginia Tech,2023,39,205.58
Arizona,2023,40,204.72
Iowa,2023,41,204.36
Iowa State,2023,42,204.14
NC State,2023,43,204.08
Arizona State,2023,44,201.23
Minnesota,2023,45,201.22
Stanford,2023,46,200.94
Northwestern,2023,47,200.11
West Virginia,2023,48,199.09
Oregon State,2023,49,198.88
UCF,2023,50,196.98
Pittsburgh,2023,51,196.32
Vanderbilt,2023,52,195.39
Wake Forest,2023,53,193.23
Oklahoma State,2023,54,193.19
Houston,2023,55,191.97
Duke,2023,56,191.8
Rutgers,2023,57,190.36
Wisconsin,2023,58,188.21
UT San Antonio,2023,59,187.6
Memphis,2023,60,186.18
Boston College,2023,61,185.3
Georgia Tech,2023,62,185.2
Washington State,2023,63,184.96
Virginia,2023,64,180.69
East Carolina,2023,65,180.54
BYU,2023,66,179.88
Boise State,2023,67,179.7
Purdue,2023,68,179.36
Indiana,2023,69,177.6
Colorado State,2023,70,176.09
Tulane,2023,71,172.87
SMU,2023,72,171.15
Kansas,2023,73,169.88
Arkansas State,2023,74,168.05
Cincinnati,2023,75,167.89
South Florida,2023,76,165.19
Louisiana Tech,2023,77,163.34
San Diego State,2023,78,163.05
California,2023,79,162.74
Appalachian State,2023,80,161.99
Southern Mississippi,2023,81,161.48
Florida Atlantic,2023,82,161.44
Fresno State,2023,83,161.0
Buffalo,2023,84,160.65
Temple,2023,85,160.16
Rice,2023,86,159.14
Eastern Michigan,2023,87,158.7
Syracuse,2023,88,156.73
Louisiana,2023,89,155.69
South Alabama,2023,90,154.95
Central Michigan,2023,91,153.75
UAB,2023,92,149.23
Campbell,2023,93,148.06
Troy,2023,94,147.8
Florida International,2023,95,147.71
Sam Houston State,2023,96,141.34
Ohio,2023,97,140.79
Texas State,2023,98,139.15
North Texas,2023,99,137.98
Utah State,2023,100,133.96
Georgia Southern,2023,101,131.86
Toledo,2023,102,131.66
Northern Illinois,2023,103,131.18
Air Force,2023,104,130.58
Miami (OH),2023,105,129.81
Western Michigan,2023,106,129.14
Nevada,2023,107,126.82
Ball State,2023,108,126.78
Akron,2023,109,121.18
Wyoming,2023,110,120.69
Liberty,2023,111,120.52
San José State,2023,112,118.01
New Mexico State,2023,113,116.57
Coastal Carolina,2023,114,113.66
Tulsa,2023,115,113.39
Georgia State,2023,116,111.43
Hawai'i,2023,117,111.34
Army,2023,118,110.02
Bowling Green,2023,119,103.84
Middle Tennessee,2023,120,100.8
UTEP,2023,121,100.59
Old Dominion,2023,122,95.13
Kent State,2023,123,81.64
Connecticut,2023,124,80.21
Marshall,2023,125,77.8
Louisiana Monroe,2023,126,73.66
UMass,2023,127,72.64
New Mexico,2023,128,72.37
Charlotte,2023,129,69.14
Jackson State,2023,130,68.09
Navy,2023,131,67.03
Western Carolina,2023,132,63.24
Portland State,2023,133,61.03
Western Kentucky,2023,134,58.4
Austin Peay,2023,135,58.34
UNLV,2023,136,55.31
Princeton,2023,137,54.68
Florida A&M,2023,138,53.84
Cal Poly,2023,139,44.17
Harvard,2023,140,43.43
Houston Christian,2023,141,41.23
Sacramento State,2023,142,39.88
Idaho,2023,143,35.94
Incarnate Word,2023,144,31.55
Howard,2023,145,29.98
Stephen F. Austin,2023,146,27.45
Weber State,2023,147,27.27
James Madison,2023,149,25.85
Utah Tech,2023,150,24.55
Yale,2023,151,23.67
South Dakota,2023,152,23.49
McNeese,2023,153,17.03
Arkansas-Pine Bluff,2023,154,16.22
Grand Valley State,2023,155,16.0
Northern Colorado,2023,156,15.97
Texas Southern,2023,157,15.11
Murray State,2023,159,14.78
The Citadel,2023,160,14.37
Montana,2023,161,14.33
Eastern Washington,2023,162,14.17
Jacksonville State,2023,163,13.85
Southeast Missouri State,2023,164,13.83
Eastern Illinois,2023,165,13.78
Central Arkansas,2023,166,13.61
Mississippi Valley State,2023,167,13.17
Dartmouth,2023,167,13.17
North Dakota State,2023,167,13.17
Duquesne,2023,170,13.0
Southern,2023,171,12.78
Eastern Kentucky,2023,171,12.78
Pennsylvania,2023,173,12.75
Southern Illinois,2023,174,12.5
Kennesaw State,2023,175,12.37
East Tennessee State,2023,176,12.0
Chattanooga,2023,177,11.7
Northern Iowa,2023,178,9.0
Illinois State,2023,179,7.33
Georgia,2024,1,317.05
Alabama,2024,2,310.75
Oregon,2024,3,293.22
Miami,2024,4,291.54
Ohio State,2024,5,289.13
Texas,2024,6,286.92
LSU,2024,7,278.75
Oklahoma,2024,8,275.64
Notre Dame,2024,9,275.57
Auburn,2024,10,275.39
Clemson,2024,11,272.19
Florida State,2024,12,271.76
Florida,2024,13,268.25
Tennessee,2024,14,267.26
Penn State,2024,15,265.61
Michigan,2024,16,261.94
USC,2024,17,253.78
Nebraska,2024,18,247.5
Texas A&M,2024,19,245.18
Missouri,2024,20,241.93
Ole Miss,2024,21,240.2
South Carolina,2024,22,239.75
Wisconsin,2024,23,239.1
Kentucky,2024,24,236.86
Texas Tech,2024,25,236.09
North Carolina,2024,26,228.83
NC State,2024,27,225.02
Mississippi State,2024,28,223.21
Purdue,2024,29,217.71
Stanford,2024,30,217.17
Arkansas,2024,31,216.66
Iowa,2024,32,215.41
Georgia Tech,2024,33,214.0
TCU,2024,34,213.87
UCF,2024,35,212.83
Rutgers,2024,36,211.78
Minnesota,2024,37,211.62
Syracuse,2024,38,210.55
Maryland,2024,39,209.92
Vanderbilt,2024,40,207.79
Pittsburgh,2024,41,204.1
Michigan State,2024,42,203.52
Kansas,2024,43,203.0
BYU,2024,44,202.7
Virginia Tech,2024,45,202.61
West Virginia,2024,46,202.08
Washington,2024,47,201.79
Arizona State,2024,48,199.47
Illinois,2024,49,198.84
South Florida,2024,50,197.92
Cincinnati,2024,51,196.87
Wake Forest,2024,52,196.48
Iowa State,2024,53,192.29
Tulsa,2024,54,191.84
California,2024,55,190.2
Oklahoma State,2024,56,189.96
Kansas State,2024,57,187.58
Louisville,2024,58,186.52
Utah,2024,59,184.77
Houston,2024,60,184.0
Duke,2024,61,183.9
Washington State,2024,62,181.7
Tulane,2024,63,181.26
Boise State,2024,64,181.19
Indiana,2024,65,179.89
Toledo,2024,66,179.4
Baylor,2024,67,179.04
Memphis,2024,68,176.2
Colorado State,2024,69,172.05
North Texas,2024,70,172.01
Western Michigan,2024,71,171.51
San Diego State,2024,72,171.46
East Carolina,2024,73,171.38
Charlotte,2024,74,169.59
Coastal Carolina,2024,75,169.22
UNLV,2024,76,168.14
Southern Mississippi,2024,77,167.67
Arkansas State,2024,78,167.29
Florida Atlantic,2024,79,166.84
Northwestern,2024,80,165.73
Colorado,2024,81,165.05
Miami (OH),2024,82,164.93
UTEP,2024,83,163.05
South Alabama,2024,84,162.93
Arizona,2024,85,162.29
Fresno State,2024,86,160.65
Oregon State,2024,87,159.84
Virginia,2024,88,159.74
Troy,2024,89,159.41
UCLA,2024,90,157.07
Georgia Southern,2024,91,156.6
Ohio,2024,92,156.49
Eastern Michigan,2024,93,156.11
Appalachian State,2024,94,155.02
Boston College,2024,95,153.23
Texas State,2024,96,152.53
Kent State,2024,97,151.54
UAB,2024,98,150.94
Northern Illinois,2024,99,149.96
Bowling Green,2024,100,149.29
Akron,2024,101,146.65
Wyoming,2024,102,146.14
Marshall,2024,103,145.69
San José State,2024,104,145.06
Liberty,2024,105,142.69
Central Michigan,2024,106,142.13
SMU,2024,107,142.05
James Madison,2024,108,141.41
Florida International,2024,109,141.29
Buffalo,2024,110,140.65
Western Kentucky,2024,111,140.12
Ball State,2024,112,140.08
Louisiana Tech,2024,113,139.16
Louisiana Monroe,2024,114,138.75
Temple,2024,115,138.09
Hawai'i,2024,116,137.6
Louisiana,2024,117,137.49
Connecticut,2024,118,133.58
Middle Tennessee,2024,119,131.88
Georgia State,2024,120,126.1
Utah State,2024,121,125.72
Rice,2024,122,121.73
UT San Antonio,2024,123,121.57
Sam Houston State,2024,124,121.16
Old Dominion,2024,125,119.46
UMass,2024,126,119.41
Nevada,2024,127,113.08
Jacksonville State,2024,128,110.7
Houston Christian,2024,129,94.44
Kennesaw State,2024,130,83.66
Sacramento State,2024,131,71.51
Jackson State,2024,132,70.19
Central Arkansas,2024,133,68.48
New Mexico State,2024,134,67.75
Cal Poly,2024,135,58.35
Campbell,2024,136,57.27
Grambling,2024,137,56.69
Utah Tech,2024,138,56.67
Bethune-Cookman,2024,139,56.37
Montana State,2024,140,55.79
Eastern Kentucky,2024,141,55.24
North Dakota State,2024,142,52.42
Princeton,2024,144,44.95
Murray State,2024,145,43.72
Stephen F. Austin,2024,146,41.92
Austin Peay,2024,147,41.01
Portland State,2024,149,40.91
Eastern Washington,2024,150,40.13
Stony Brook,2024,151,38.82
Army,2024,152,37.76
Navy,2024,153,37.64
Delaware,2024,155,36.17
Nicholls,2024,156,34.4
Western Carolina,2024,157,33.74
Idaho,2024,158,32.43
Monmouth,2024,159,32.38
Hampton,2024,160,30.66
Mississippi Valley State,2024,161,30.33
Holy Cross,2024,162,29.39
New Hampshire,2024,163,29.33
Tennessee State,2024,164,29.23
Weber State,2024,165,28.8
Pennsylvania,2024,166,28.51
Georgetown,2024,167,27.92
McNeese,2024,168,27.89
UC Davis,2024,169,27.25
Southeastern Louisiana,2024,170,26.92
Wofford,2024,171,24.65
Air Force,2024,172,23.21
South Dakota,2024,173,18.0
Southern Illinois,2024,174,17.14
Duquesne,2024,175,16.86
Northern Iowa,2024,176,16.22
Brown,2024,177,16.14
Bryant,2024,178,16.0
Norfolk State,2024,180,15.83
Lamar,2024,181,15.52
Northern Arizona,2024,181,15.52
Towson,2024,183,15.5
Lehigh,2024,184,15.25
Yale,2024,187,14.81
Rhode Island,2024,188,14.78
North Carolina A&T,2024,188,14.78
Fordham,2024,190,14.52
South Dakota State,2024,191,14.44
North Carolina Central,2024,192,14.22
Alabama State,2024,193,14.19
Colgate,2024,194,13.7
Sacred Heart,2024,195,13.67
Harvard,2024,196,13.44
Villanova,2024,197,12.5
Grand Valley State,2024,198,11.7
Northern Colorado,2024,200,11.06
New Mexico,2024,201,10.22
